"CarrierName","Program","SubProgram","Policy","PolicyEffective","PolicyExpiration","PolicyCancellation","PolicyReinstatement","State","ASLOB","Product","TransactionType","WrittenPremium","Taxes","PolicyFees","Commission","CollectedPremium","UncollectedPremiumUnder_30_Days","UncollectedPremium_31_60_Days","UncollectedPremium_61_90_Days","UncollectedPremiumOver_90_Days"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-07-0000006009","08/22/2025","08/22/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","31.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-07-0000006012","07/31/2025","07/31/2026","","","WA","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","110.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-07-0000006013","07/29/2025","07/29/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","164.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-07-0000006023","07/31/2025","07/31/2026","","","CT","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","28.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-07-0000006024","07/29/2025","07/29/2026","","","MS","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","287.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-07-0000006026","07/31/2025","07/31/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","64.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-07-0000006038","08/01/2025","08/01/2026","","","AL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","57.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-07-0000006040","08/01/2025","08/01/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","16.9","130.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-07-0000006042","07/30/2025","07/30/2026","","","NY","9.001","Personal Boaters","NewBusiness","0.0","","5.0","28.73","221.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-07-0000006045","08/04/2025","08/04/2026","","","IN","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","75.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-07-0000006047","07/30/2025","07/30/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","112.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-07-0000006049","08/06/2025","08/06/2026","","","FL","9.001","Personal Boaters","Endorsement","-105.0","","1.0","0.0","180.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-07-0000006050","07/31/2025","07/31/2026","","","MI","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","39.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-07-0000006053","07/31/2025","07/31/2026","","","TN","9.001","Personal Boaters","NewBusiness","0.0","","5.0","13.13","101.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-07-0000006056","07/31/2025","07/31/2026","","","NY","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","38.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006060","08/02/2025","08/02/2026","","","MI","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","77.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006066","08/01/2025","08/01/2026","","","TN","9.001","Personal Boaters","NewBusiness","0.0","","1.0","11.84","74.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006074","08/01/2025","08/01/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","74.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006077","08/03/2025","08/03/2026","","","OK","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","51.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006087","08/04/2025","08/04/2026","","","NY","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","92.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006088","08/02/2025","08/02/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","66.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006091","08/02/2025","08/02/2026","","","ME","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","115.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006092","08/02/2025","08/02/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","77.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006093","08/03/2025","08/03/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","312.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006099","08/04/2025","08/04/2026","","","PA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","21.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006102","08/06/2025","08/06/2026","","","NY","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","117.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006110","08/05/2025","08/05/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","254.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006111","08/05/2025","08/05/2026","","","MI","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","98.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006112","08/08/2025","08/08/2026","","","ME","9.001","Personal Boaters","NewBusiness","0.0","","5.0","11.72","67.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006113","08/05/2025","08/05/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","18.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006123","08/07/2025","08/07/2026","","","GA","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","39.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006125","08/05/2025","08/05/2026","01/20/2026","","OH","9.001","Personal Boaters","Cancellation","-225.0","","0.0","0.0","-15.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006126","08/05/2025","08/05/2026","","","AZ","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","31.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006127","08/05/2025","08/05/2026","","","NC","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","58.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006133","08/08/2025","08/08/2026","","","MO","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","105.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006136","08/07/2025","08/07/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","79.32","661.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006139","08/06/2025","08/06/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","50.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006140","08/07/2025","08/07/2026","","","CT","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","74.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006141","08/06/2025","08/06/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","101.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006142","08/06/2025","08/06/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","35.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006144","08/07/2025","08/07/2026","","","NJ","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","139.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006145","08/06/2025","08/06/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","31.44","262.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006146","08/08/2025","08/08/2026","","","CT","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","103.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006147","08/08/2025","08/08/2026","","","NY","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","22.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006148","08/06/2025","08/06/2026","","","PA","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","50.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006157","08/07/2025","08/07/2026","","","MI","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","109.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006158","08/07/2025","08/07/2026","","","MO","9.001","Personal Boaters","NewBusiness","0.0","","5.0","26.04","217.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006160","08/07/2025","08/07/2026","","","NY","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","69.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006168","08/08/2025","08/08/2026","","","AL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","15.86","122.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006169","08/08/2025","08/08/2026","","","MI","9.001","Personal Boaters","NewBusiness","0.0","","5.0","8.45","65.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006170","08/10/2025","08/10/2026","","","MD","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","96.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006172","08/08/2025","08/08/2026","","","LA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","115.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006175","08/09/2025","08/09/2026","","","CT","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","26.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006177","08/20/2025","08/20/2026","","","CT","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","56.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006182","08/09/2025","08/09/2026","","","OH","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","15.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006183","08/29/2025","08/29/2026","","","CT","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","96.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006185","08/09/2025","08/09/2026","","","NY","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","25.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006187","08/18/2025","08/18/2026","","","DC","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","230.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006189","08/11/2025","08/11/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","81.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006190","08/10/2025","08/10/2026","","","AZ","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","62.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006191","08/10/2025","08/10/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","76.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006194","08/11/2025","08/11/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","5.0","15.99","123.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006195","08/11/2025","08/11/2026","","","AZ","9.001","Personal Boaters","NewBusiness","0.0","","5.0","5.85","45.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006199","08/11/2025","08/11/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","142.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006200","08/11/2025","08/11/2026","01/26/2026","","CA","9.001","Personal Boaters","Cancellation","-588.0","","0.0","0.0","-42.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006201","08/11/2025","08/11/2026","01/16/2026","","AZ","9.001","Personal Boaters","Cancellation","-605.0","","0.0","0.0","-605.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006202","08/11/2025","08/11/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","1.0","17.81","137.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006205","08/13/2025","08/13/2026","","","DC","9.001","Personal Boaters","NewBusiness","0.0","","1.0","10.4","80.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006222","08/13/2025","08/13/2026","","","MI","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","193.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006225","08/13/2025","08/13/2026","","","NY","9.001","Personal Boaters","NewBusiness","0.0","","5.0","7.67","59.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006226","08/13/2025","08/13/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","57.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006227","08/13/2025","08/13/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","58.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006228","08/15/2025","08/15/2026","","","IL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","74.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006230","08/27/2025","08/27/2026","","","MD","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","46.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006238","08/16/2025","08/16/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","24.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006239","08/14/2025","08/14/2026","","","AZ","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","59.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006240","08/14/2025","08/14/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","31.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006243","08/14/2025","08/14/2026","","","NY","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","119.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006244","08/14/2025","08/14/2026","09/21/2025","","NJ","9.001","Personal Boaters","Cancellation","-1049.0","","0.0","0.0","-1049.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006245","08/14/2025","08/14/2026","","","AZ","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","163.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006246","08/15/2025","08/15/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","61.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006247","08/15/2025","08/15/2026","","","OH","9.001","Personal Boaters","NewBusiness","0.0","","1.0","1.82","14.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006254","08/15/2025","08/15/2026","","","AZ","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","79.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006259","08/16/2025","08/16/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","64.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006262","08/16/2025","08/16/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","14.43","111.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006264","08/16/2025","08/16/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","7.02","54.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006266","08/22/2025","08/22/2026","","","AZ","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","101.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006268","08/18/2025","08/18/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","163.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006271","08/20/2025","08/20/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","70.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006274","08/19/2025","08/19/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","74.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006276","08/19/2025","08/19/2026","","","WI","9.001","Personal Boaters","NewBusiness","0.0","","5.0","9.0","90.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006278","08/21/2025","08/21/2026","","","SC","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","29.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006281","08/19/2025","08/19/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","58.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006283","08/19/2025","08/19/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","21.14","151.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006284","08/22/2025","08/22/2026","","","CT","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","149.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006288","08/20/2025","08/20/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","42.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006289","08/20/2025","08/20/2026","01/15/2026","","CT","9.001","Personal Boaters","Cancellation","-595.0","","0.0","-4.81","-37.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006294","08/23/2025","08/23/2026","","","NY","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","168.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006295","08/20/2025","08/20/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","1.0","11.3","113.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006304","08/21/2025","08/21/2026","","","MA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","139.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006307","08/22/2025","08/22/2026","","","VA","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","92.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006309","08/22/2025","08/22/2026","","","NJ","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","94.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006310","08/22/2025","08/22/2026","","","IN","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","31.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006311","08/22/2025","08/22/2026","","","CT","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","163.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006312","08/23/2025","08/23/2026","","","CT","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","129.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006320","08/22/2025","08/22/2026","","","DC","9.001","Personal Boaters","NewBusiness","0.0","","5.0","37.44","288.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006321","08/24/2025","08/24/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","291.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006322","08/22/2025","08/22/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","141.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006324","08/23/2025","08/23/2026","","","NC","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","141.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006325","08/23/2025","08/23/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","135.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006328","08/26/2025","08/26/2026","","","GA","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","34.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006329","08/25/2025","08/25/2026","","","MD","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","122.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006330","08/27/2025","08/27/2026","","","CT","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","68.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006331","08/27/2025","08/27/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","187.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006340","08/25/2025","08/25/2026","","","NV","9.001","Personal Boaters","NewBusiness","0.0","","1.0","21.0","150.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006343","08/29/2025","08/29/2026","","","SC","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","58.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006345","08/25/2025","08/25/2026","","","TX","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","26.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006347","09/01/2025","09/01/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","393.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006352","08/26/2025","08/26/2026","","","FL","9.001","Personal Boaters","Endorsement","68.0","","1.0","0.0","82.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006354","08/26/2025","08/26/2026","","","IN","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","62.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006357","08/26/2025","08/26/2026","","","NV","9.001","Personal Boaters","NewBusiness","0.0","","1.0","0.0","81.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006358","08/28/2025","08/28/2026","","","CT","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","167.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006359","08/27/2025","08/27/2026","","","FL","9.001","Personal Boaters","NewBusiness","0.0","","5.0","4.94","38.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006362","08/27/2025","08/27/2026","","","VA","9.001","Personal Boaters","NewBusiness","0.0","","1.0","4.32","36.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006363","08/27/2025","08/27/2026","","","MT","9.001","Personal Boaters","NewBusiness","0.0","","1.0","2.7","27.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006369","08/27/2025","08/27/2026","","","AZ","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","95.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006370","08/27/2025","08/27/2026","","","CA","9.001","Personal Boaters","NewBusiness","0.0","","5.0","4.03","31.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2025-08-0000006371","08/28/2025","08/28/2026","","","CT","9.001","Personal Boaters","NewBusiness","0.0","","5.0","0.0","95.0","0.0","0.0","0.0","0.0"
